urban,recommand,zone,desc,region,price,unitprice,age
qixia,幕府东路  晓庄国际广场 一楼架空  满五唯一  采光好,晓庄村42号 , | 2室1厅 | 50.69平米 | 南 北 | 其他 | 无电梯,晓庄,132,26041,低楼层(共6层)2000年建板楼  -  
qixia,精装大三房  南北通透  采光好,赛世香樟园 , | 3室2厅 | 122.79平米 | 南 | 精装 | 有电梯,仙林,420,34205,低楼层(共18层)2009年建板楼  -  
qixia,万科二期 开发商精装 满两年 南北通透,万科金色领域 , | 3室2厅 | 113.77平米 | 南 北 | 精装 | 有电梯,仙林,390,34280,高楼层(共17层)2013年建板楼  -  
qixia,采光好 满五年 业主诚心卖房 地铁房,百水家园 , | 3室2厅 | 105.87平米 | 南 北 | 其他 | 无电梯,马群,230,21725,高楼层(共6层)2004年建板楼  -  
qixia,合班村 婚装三房 全明采光充足 迈皋桥 中间楼层,合班村5号 , | 3室1厅 | 86.25平米 | 南 | 其他 | 无电梯,晓庄,230,26667,中楼层(共7层)1992年建板楼  -  
qixia,08年婚装 玄武区 满两年 通透效果好,兴贤佳园尚贤苑 , | 2室1厅 | 64.95平米 | 南 北 | 精装 | 有电梯,迈皋桥,165,25405,低楼层(共18层)2004年建板楼  -  
qixia,晓庄万寿 乐居雅花园 婚装三房 双卧朝南 户型方正,乐居雅花园 , | 3室2厅 | 130.45平米 | 南 北 | 其他 | 有电梯,万寿,290,22231,高楼层(共10层)2011年建板楼  -  
qixia,城东马群地铁 交通便利 配套成熟 房型正 采光足,天悦花园 , | 3室1厅 | 105.68平米 | 南 | 其他 | 无电梯,马群,282,26685,中楼层(共6层)2003年建板楼  -  
qixia,和燕路 东井村41号 婚装 两房朝南  带阁楼 诚心出售,东井村41号 , | 3室2厅 | 74.62平米 | 南 | 精装,迈皋桥,192,25731,高楼层(共6层)1998年建板塔结合  -  
qixia,房龄新 户型方正 一南一北 安静 两房 诚心卖,阳光雅居 , | 2室2厅 | 100.18平米 | 南 北 | 其他 | 有电梯,万寿,258,25754,中楼层(共18层)2003年建板楼  -  
qixia,晓庄商圈 中间楼 小两房 适于刚需过渡,晓庄47号小区 , | 2室1厅 | 53.71平米 | 南 北 | 其他 | 无电梯,晓庄,139,25880,中楼层(共6层)1995年建板楼  -  
qixia,中间楼层 采光好 拎包入住 有车位,钟山晶典苑 , | 3室2厅 | 111.22平米 | 南 | 精装 | 有电梯,马群,330,29671,中楼层(共16层)2010年建板塔结合  -  
qixia,南北通透三房格局 小区环境好 电梯房,兰亭雅苑 , | 3室2厅 | 112.93平米 | 南 | 其他 | 有电梯,迈皋桥,348,30816,低楼层(共11层)2010年建板塔结合  -  
qixia,长营村 迈皋桥商圈 1号线迈皋桥站 刚需2房 生活方便,长营村 , | 2室2厅 | 61.29平米 | 南 | 精装 | 有电梯,迈皋桥,160,26106,高楼层(共7层)1998年建板塔结合  -  
qixia,栖霞 迈皋桥 精装修 三房 拎包入住 户型房子 采光充足,景虹园 , | 3室2厅 | 113.36平米 | 南 北 | 精装,迈皋桥,305,26906,高楼层(共6层)板楼  -  
qixia,天悦花园 精品大三房 南北通透 交通便利,天悦花园 , | 3室2厅 | 129.64平米 | 南 北 | 简装 | 无电梯,马群,330,25456,高楼层(共6层)2003年建板楼  -  
qixia,城市绿洲花园，电梯房，小区环境优美,城市绿洲花园 , | 4室2厅 | 84.23平米 | 南 | 精装 | 无电梯,晓庄,360,42741,低楼层(共6层)2007年建板塔结合  -  
qixia,亚东城东区 近地铁 3室2卫东边户,亚东城东区 , | 3室1厅 | 131.33平米 | 南 | 其他 | 有电梯,仙林,409,31143,低楼层(共16层)2007年建塔楼  -  
qixia,方圆绿茵 精装 3房 满五 双南一北,方圆绿茵 , | 3室2厅 | 102.99平米 | 南 北 | 精装 | 无电梯,迈皋桥,338,32819,中楼层(共6层)2004年建板楼  -  
qixia,此房满五年无增值税 精装修 看房方便,香溪月圆 , | 2室2厅 | 102.85平米 | 南 | 精装 | 无电梯,仙林,300,29169,中楼层(共5层)2005年建板塔结合  -  
qixia,诚品城两房 南邮广场 满五年 南北通透 亚东物业,诚品城 , | 3室1厅 | 90.41平米 | 南 北 | 简装 | 无电梯,仙林,250,27652,高楼层(共6层)2009年建板楼  -  
qixia,满五年 顶楼带阁楼 全明户型 东边户 诚心出售,兴贤佳园尚贤苑 , | 2室2厅 | 68.93平米 | 南 北 | 毛坯 | 无电梯,迈皋桥,158,22922,高楼层(共6层)2004年建板楼  -  
qixia,万科物业 满二 户型方正  采光好,万科金色领域 , | 3室2厅 | 113.84平米 | 南 北 | 精装 | 有电梯,仙林,360,31624,高楼层(共18层)2013年建板楼  -  
qixia,和燕路 大三房 前后无遮挡 诚心出售,和燕路小区 , | 3室1厅 | 89.42平米 | 南 | 其他 | 无电梯,晓庄,170,19012,高楼层(共7层)1998年建板楼  -  
qixia,满二年 栖霞建设 交通方便 采光充足,东方天郡西区 , | 2室2厅 | 77.29平米 | 南 | 其他 | 有电梯,仙林,288,37263,高楼层(共18层)2009年建板楼  -  
qixia,和燕路迈皋桥 楼层好 采光充足 沃尔玛 万谷慧 老街,合班村5号 , | 3室1厅 | 86.25平米 | 南 | 其他 | 无电梯,晓庄,198,22957,中楼层(共7层)1992年建板楼  -  
qixia,栖霞马群南湾营 多层二楼 得房率高,南湾营润康苑 , | 3室1厅 | 85.95平米 | 南 | 其他 | 无电梯,马群,180,20943,低楼层(共6层)2004年建板楼  -  
qixia,东方天郡西区 满二 东边户 精装带墙暖 带院子阳光充足,东方天郡西区 , | 4室2厅 | 131.62平米 | 南 北 | 其他 | 有电梯,仙林,520,39508,低楼层(共18层)2009年建板楼  -  
qixia,山水名筑 两房 装修 无增值税 小区环境好,亚东城西区 , | 2室2厅 | 76.54平米 | 南 西 | 精装 | 有电梯,仙林,280,36583,低楼层(共11层)2009年建塔楼  -  
qixia,方圆绿茵 迈皋桥商圈 交通便利 设施齐全 生活配套,方圆绿茵 , | 3室2厅 | 108.93平米 | 南 北 | 其他 | 无电梯,迈皋桥,315,28918,中楼层(共6层)2004年建板楼  -  
qixia,鸿运嘉园 大两房 精装 拎包入住,鸿运嘉园 , | 2室2厅 | 89.88平米 | 南 北 | 其他 | 有电梯,仙林,265,29484,低楼层(共11层)板楼  -  
qixia,马群 南湾营 顶楼带阁楼 配套设施齐全,南湾营馨康苑 , | 2室1厅 | 65.32平米 | 南 | 其他 | 有电梯,马群,145,22199,高楼层(共11层)2004年建板塔结合  -  
qixia,亚东城两房 两卧朝南 视野好 看房方便,亚东城东区 , | 2室2厅 | 90.2平米 | 南 | 其他 | 有电梯,仙林,285,31597,低楼层(共13层)2007年建塔楼  -  
qixia,合班家园正规两房房型规整中间楼层,合班家园 , | 2室1厅 | 86.6平米 | 南 北 | 其他 | 无电梯,迈皋桥,215,24827,低楼层(共6层)2005年建板楼  -  
qixia,迈皋桥 迈苑小区 精装修 配套齐全 交通方便 西边户,迈苑小区 , | 2室1厅 | 63.92平米 | 南 北 | 其他 | 无电梯,迈皋桥,165,25814,高楼层(共7层)1997年建板楼  -  
qixia,09年商品房    采光好   户型通透    婚装,美达浅草明苑 , | 3室2厅 | 119.16平米 | 南 北 | 其他 | 有电梯,迈皋桥,355,29792,中楼层(共11层)2009年建板楼  -  
qixia,城市绿洲花园三期 晓庄燕子矶迈皋桥 精装小两房,城市绿洲花园 , | 2室1厅 | 74.88平米 | 南 | 其他 | 有电梯,晓庄,110,14691,中楼层(共11层)2007年建板塔结合  -  
qixia,南北通透 家电家具都留 有产权车位另售  采光充足,诚品城 , | 3室1厅 | 98.84平米 | 南 北 | 精装 | 无电梯,仙林,262,26508,低楼层(共6层)2009年建板楼  -  
qixia,和燕路 晓庄村42号 采光无遮挡 双南一北 交通方便,晓庄村42号 , | 3室1厅 | 81.83平米 | 南 北 | 其他 | 无电梯,晓庄,185,22608,高楼层(共6层)2000年建板楼  -  
qixia,1楼带院子 花园洋房地势高新上房源出行便利南师教育区,仙龙湾山庄 , | 2室2厅 | 91.5平米 | 南 北 | 其他 | 有电梯,仙林,360,39345,低楼层(共6层)2010年建板楼  -  
qixia,双南户 满五 户型好 采光无问题 业主急售,方园兰庭 , | 2室2厅 | 90.52平米 | 南 北 | 其他 | 无电梯,迈皋桥,253,27950,低楼层(共6层)2003年建板楼  -  
qixia,无遮挡 小区中间 金鹰二期 看房方便,赛世香樟园 , | 3室1厅 | 90.3平米 | 南 北 | 精装 | 有电梯,仙林,295,32669,低楼层(共11层)2009年建板楼  -  
qixia,眺望紫金山 紫气东来 自住舒适装修 欢迎品鉴,天泓山庄云山苑 , | 3室2厅 | 147.12平米 | 南 北 | 精装 | 有电梯,马群,490,33307,低楼层(共17层)2009年建板楼  -  
qixia,天泓山庄 中间户 精装修三房 南北通透 结构方正,天泓山庄竹山苑 , | 3室2厅 | 135.1平米 | 南 | 其他 | 有电梯,马群,520,38491,高楼层(共11层)2010年建板楼  -  
qixia,玲珑翠谷 多层电梯花园洋房 满两年 精装修 视野开阔,玲珑翠谷 , | 3室2厅 | 96.25平米 | 南 北 | 其他 | 有电梯,仙林,335,34806,高楼层(共6层)2012年建板楼  -  
qixia,迈皋桥晓庄 双南 配套齐全 交通便利 商品房小区,田园美居 , | 3室2厅 | 104.94平米 | 南 | 其他 | 无电梯,晓庄,256,24395,中楼层(共6层)2003年建板楼  -  
qixia,阅江花苑05年电梯房双南全明满五年拎包入住,阅江花苑 , | 2室1厅 | 88.6平米 | 南 北 | 精装 | 有电梯,晓庄,232,26186,高楼层(共12层)2004年建板塔结合  -  
qixia,泰格公寓 好楼层 地铁口  配套完善 交通便利,泰格公寓 , | 1室1厅 | 36.75平米 | 南 | 其他 | 有电梯,马群,69,18776,高楼层(共9层)2010年建塔楼  -  
qixia,南湾营融康苑中等装修满五年农民拆迁中间楼层,南湾营融康苑 , | 3室1厅 | 86.05平米 | 南 北 | 其他 | 无电梯,马群,180,20919,中楼层(共6层)2005年建板楼  -  
qixia,诚品城  精装修 南北通透 诚心出售,诚品城 , | 3室2厅 | 98.81平米 | 南 北 | 其他 | 无电梯,仙林,270,27326,中楼层(共6层)2009年建板楼  -  
qixia,晓庄路口和燕路325号中间楼层 生湖配套齐全 出行方便,和燕路小区 , | 2室1厅 | 67.86平米 | 南 北 | 简装 | 无电梯,晓庄,148,21810,高楼层(共7层)1998年建板楼  -  
qixia,兰亭雅苑 网板路上 三房格局 环境好 电梯房,兰亭雅苑 , | 3室1厅 | 111.5平米 | 南 北 | 其他 | 有电梯,迈皋桥,350,31391,中楼层(共11层)2010年建塔楼  -  
qixia,仙林金鹰旁 精装修 跃层 房间客户全南户型,东方天郡西区 , | 3室2厅 | 143.75平米 | 南 | 其他 | 有电梯,仙林,565,39305,低楼层(共18层)2009年建板楼  -  
qixia,玲珑翠谷 多层电梯花园洋房 满二 精装 南北通透,玲珑翠谷 , | 2室2厅 | 96.25平米 | 南 北 | 精装 | 有电梯,仙林,300,31169,中楼层(共6层)2012年建板楼  -  
qixia,迈皋桥 长营村15号 刚改两房 交通方便,长营村 , | 2室1厅 | 69.61平米 | 南 北 | 其他 | 有电梯,迈皋桥,165,23704,低楼层(共7层)1998年建板塔结合  -  
qixia,迈皋桥地铁口精装修南北通透采光充足满五年,东井村39号 , | 2室1厅 | 62.2平米 | 南 | 其他 | 无电梯,迈皋桥,150,24116,中楼层(共6层)1980年建板楼  -  
qixia,精装修顶楼带阁楼看房方便业主诚心卖,南湾营润康苑 , | 3室1厅 | 85.32平米 | 南 北 | 其他 | 无电梯,马群,185,21684,高楼层(共6层)2004年建板楼  -  
qixia,此房两房朝南户型方正楼层好采光充足,仙林新村北区 , | 2室1厅 | 65.23平米 | 南 | 其他 | 无电梯,仙林,195,29895,中楼层(共7层)2001年建板楼  -  
qixia,中间楼层满五唯一居家装修南北通透双南迈皋桥1号线,和燕花苑 , | 2室2厅 | 78.27平米 | 南 | 其他 | 有电梯,迈皋桥,207,26447,中楼层(共7层)2000年建板楼  -  
qixia,小区环境安静舒适，人车分流，交通便利,紫金上林苑 , | 4室2厅 | 143.95平米 | 南 北 | 其他 | 无电梯,马群,480,33345,高楼层(共5层)2010年建板楼  -  
qixia,城市绿洲 和燕路  吉祥庵 采光好   彩虹广场,城市绿洲花园 , | 2室1厅 | 86.86平米 | 南 北 | 其他 | 无电梯,晓庄,240,27631,中楼层(共6层)2007年建板塔结合  -  
qixia,长营村2001年  双卧朝南 中间楼层 满五唯一 装修好,长营村 , | 2室2厅 | 86.9平米 | 南 北 | 其他 | 无电梯,迈皋桥,232,26698,中楼层(共6层)1998年建板塔结合  -  
qixia,南北通透 户型规整 楼层好 采光充足 配套设施齐全,方圆绿茵 , | 2室2厅 | 88.34平米 | 南 北 | 其他 | 无电梯,迈皋桥,260,29432,中楼层(共6层)2004年建板楼  -  
qixia,07年房龄 田园风格装修 紫金华府北 孝陵卫,东景花园 , | 2室2厅 | 74.05平米 | 南 | 其他 | 有电梯,马群,245,33086,高楼层(共9层)2007年建板塔结合  -  
qixia,2012年小区 双南一北 电梯房 小区环境好 人车分流,仙踪林苑 , | 3室2厅 | 124.73平米 | 南 北 | 其他 | 有电梯,迈皋桥,399,31990,低楼层(共11层)2012年建板楼  -  
qixia,迈皋桥地铁口 长营村小区 小区环境很好 交通便利,长营村 , | 2室1厅 | 66.81平米 | 南 | 其他 | 有电梯,迈皋桥,166,24847,低楼层(共7层)1998年建板塔结合  -  
qixia,朝南  西边户 顶越 栖霞大道 晓庄国际广场 苏果,燕华花园 , | 2室1厅 | 43.59平米 | 南 | 其他 | 无电梯,万寿,140,32118,高楼层(共6层)1998年建板塔结合  -  
qixia,两房    装修   楼层好  采光充足,亚东城东区 , | 2室1厅 | 95.45平米 | 南 北 | 其他 | 有电梯,仙林,318,33316,高楼层(共18层)2007年建塔楼  -  
qixia,马群地铁口  紫金山脚下 采光充足  大三房  拎包入住,天悦花园 , | 3室2厅 | 116平米 | 南 北 | 其他 | 无电梯,马群,336,28966,中楼层(共6层)2003年建板楼  -  
qixia,咏梅山庄 精装修二房 南北通透 看房方便,咏梅山庄 , | 2室2厅 | 93.77平米 | 南 北 | 精装 | 无电梯,仙林,290,30927,高楼层(共6层)2001年建板楼  -  
qixia,仙龙湾山庄   简单装修  带院子  小区中间,仙龙湾山庄 , | 3室2厅 | 119.87平米 | 南 北 | 其他 | 有电梯,仙林,415,34621,低楼层(共6层)2010年建板楼  -  
qixia,亚东城西区两房 三开间朝南 交通便利 环境好急售诚售,亚东城西区 , | 2室2厅 | 96.3平米 | 南 | 精装 | 有电梯,仙林,310,32192,中楼层(共18层)2009年建塔楼  -  
qixia,南北通透 得房率高 满五唯一 配套成熟,咏梅山庄 , | 2室2厅 | 89.41平米 | 南 北 | 其他 | 无电梯,仙林,270,30198,低楼层(共6层)2001年建板楼  -  
qixia,业主诚售 96年房龄 双卧朝南 北邻紫金山南体公园,五棵松 , | 2室1厅 | 70.06平米 | 南 | 其他 | 无电梯,马群,158,22553,高楼层(共6层)板塔结合  -  
qixia,纯毛坯三房 中间楼层 小区中间位置 金马路,钟山晶典苑 , | 3室2厅 | 109平米 | 南 北 | 其他 | 有电梯,马群,310,28441,中楼层(共16层)2010年建板塔结合  -  
qixia,栖霞大道  晓庄  晓庄国际广场 2016年婚装  双南 满二,燕华花园 , | 2室1厅 | 62.13平米 | 南 北 | 其他 | 无电梯,万寿,178,28650,中楼层(共6层)1998年建板塔结合  -  
qixia,开发商精装 送家具家电 带墙暖 随时看房,万科金色领域 , | 3室2厅 | 88.28平米 | 南 北 | 其他 | 有电梯,仙林,295,33417,中楼层(共18层)2013年建板楼  -  
qixia,万科二期 开发商精装 满两年 南北通透,万科金色领域 , | 3室2厅 | 113.77平米 | 南 北 | 精装 | 有电梯,仙林,390,34280,高楼层(共17层)2013年建板楼  -  
qixia,合班村 婚装三房 全明采光充足 迈皋桥 中间楼层,合班村5号 , | 3室1厅 | 86.25平米 | 南 | 其他 | 无电梯,晓庄,230,26667,中楼层(共7层)1992年建板楼  -  
qixia,08年婚装 玄武区 满两年 通透效果好,兴贤佳园尚贤苑 , | 2室1厅 | 64.95平米 | 南 北 | 精装 | 有电梯,迈皋桥,165,25405,低楼层(共18层)2004年建板楼  -  
qixia,晓庄万寿 乐居雅花园 婚装三房 双卧朝南 户型方正,乐居雅花园 , | 3室2厅 | 130.45平米 | 南 北 | 其他 | 有电梯,万寿,290,22231,高楼层(共10层)2011年建板楼  -  
qixia,城东马群地铁 交通便利 配套成熟 房型正 采光足,天悦花园 , | 3室1厅 | 105.68平米 | 南 | 其他 | 无电梯,马群,282,26685,中楼层(共6层)2003年建板楼  -  
qixia,和燕路 东井村41号 婚装 两房朝南  带阁楼 诚心出售,东井村41号 , | 3室2厅 | 74.62平米 | 南 | 精装,迈皋桥,192,25731,高楼层(共6层)1998年建板塔结合  -  
qixia,房龄新 户型方正 一南一北 安静 两房 诚心卖,阳光雅居 , | 2室2厅 | 100.18平米 | 南 北 | 其他 | 有电梯,万寿,258,25754,中楼层(共18层)2003年建板楼  -  
qixia,晓庄商圈 中间楼 小两房 适于刚需过渡,晓庄47号小区 , | 2室1厅 | 53.71平米 | 南 北 | 其他 | 无电梯,晓庄,139,25880,中楼层(共6层)1995年建板楼  -  
qixia,晓庄商圈 小区规整 交通发达 生活便捷,幕府山庄 , | 3室1厅 | 78.46平米 | 南 | 精装 | 无电梯,晓庄,196,24981,低楼层(共6层)2001年建板楼  -  
qixia,迈皋桥 红山路 高家村 南北通透两房 东边户 采光不挡,高家村40号小区 , | 2室1厅 | 73.61平米 | 南 北 | 其他,迈皋桥,182,24725,低楼层(共6层)2000年建板楼  -  
qixia,咏梅山庄 亚东物业 满五年无增值税 南北通透边户三房,咏梅山庄 , | 3室2厅 | 121平米 | 南 北 | 简装 | 无电梯,仙林,360,29753,中楼层(共5层)2001年建板楼  -  
qixia,交通便利，小区环境安静舒适，人车分流，拎包入住,钟山晶典苑 , | 2室2厅 | 100.04平米 | 南 北 | 精装 | 有电梯,马群,320,31988,中楼层(共16层)2010年建板塔结合  -  
qixia,带车位  装修好 小区环境优雅,美达浅草明苑 , | 3室2厅 | 142.92平米 | 南 北 | 精装 | 有电梯,迈皋桥,450,31487,低楼层(共11层)2009年建板楼  -  
qixia,多层电梯花园洋房 南北通透 精装修 地暖,仙龙湾山庄 , | 3室2厅 | 120.08平米 | 南 北 | 精装 | 有电梯,仙林,465,38725,高楼层(共6层)2010年建板楼  -  
qixia,满五年 精装修有暖气 无遮挡采光充足 栖霞建设,东方天郡东区 , | 3室2厅 | 115.96平米 | 南 北 | 精装 | 有电梯,仙林,460,39669,中楼层(共17层)2007年建板楼  -  
qixia,月苑 南北通透 09年商品房 采光充足 精装大两房,美达浅草明苑 , | 2室2厅 | 90.59平米 | 南 北 | 精装 | 无电梯,迈皋桥,273,30136,高楼层(共6层)2009年建板楼  -  
